"country" "code" "year" "CP_modern"
"450" "Ecuador" 218 "2018" -0.00183687047093262
"451" "Egypt" 818 "1978" -0.00371996079168851
"452" "Egypt" 818 "1983" -0.00584159185682012
"453" "Egypt" 818 "1988" 0.00822096587637533
"454" "Egypt" 818 "1993" 0.03747488851909
"455" "Egypt" 818 "1998" 0.0252182061653403
"456" "Egypt" 818 "2003" 0.0225053228325406
"457" "Egypt" 818 "2008" -0.0156019921615983
"458" "Egypt" 818 "2013" -0.0279643030349159
"459" "Egypt" 818 "2018" -0.0183520739170144
"460" "El Salvador" 222 "1978" 0.011223483846088
"461" "El Salvador" 222 "1983" 0.0222989163550334
"462" "El Salvador" 222 "1988" 0.00314117935926261
"463" "El Salvador" 222 "1993" -0.0117962647275813
"464" "El Salvador" 222 "1998" 0.00275853589054986
"465" "El Salvador" 222 "2003" 0.0130264622868368
"466" "El Salvador" 222 "2008" 0.00373727704880478
"467" "El Salvador" 222 "2013" 0.0010020704574405
"468" "El Salvador" 222 "2018" 0.000823755791626413
"469" "Equatorial Guinea" 226 "1978" -0.000148396809901039
"470" "Equatorial Guinea" 226 "1983" -0.00033092988576475
"471" "Equatorial Guinea" 226 "1988" -0.000292681131036948
"472" "Equatorial Guinea" 226 "1993" -0.000953780286686155
"473" "Equatorial Guinea" 226 "1998" -0.00279523621440135
"474" "Equatorial Guinea" 226 "2003" -0.00387106638950274
"475" "Equatorial Guinea" 226 "2008" -0.00397001302326638
"476" "Equatorial Guinea" 226 "2013" -0.00425719973660067
"477" "Equatorial Guinea" 226 "2018" -0.00535120240527419
"478" "Eritrea" 232 "1978" -0.000546175647959507
"479" "Eritrea" 232 "1983" -0.00114209094572074
"480" "Eritrea" 232 "1988" -0.00189236211873744
"481" "Eritrea" 232 "1993" -0.00311890491298147
"482" "Eritrea" 232 "1998" -0.0027890429465942
"483" "Eritrea" 232 "2003" -0.00501839168886217
"484" "Eritrea" 232 "2008" -0.0238742333585508
"485" "Eritrea" 232 "2013" -0.0239073623556142
"486" "Eritrea" 232 "2018" -0.0146351650318925
"487" "Estonia" 233 "1978" 0.0034248533087407
"488" "Estonia" 233 "1983" 0.00321726179946441
"489" "Estonia" 233 "1988" 0.00287725432273728
"490" "Estonia" 233 "1993" -0.00295137127969303
"491" "Estonia" 233 "1998" 0.00492204344631209
"492" "Estonia" 233 "2003" 0.0189888686591245
"493" "Estonia" 233 "2008" 0.0128521964328444
"494" "Estonia" 233 "2013" 0.0182085967618917
"495" "Estonia" 233 "2018" 0.0228659756164866
"496" "Eswatini" 748 "1978" -0.00225809254194073
"497" "Eswatini" 748 "1983" -0.000729559461821377
"498" "Eswatini" 748 "1988" 6.35051150512517e-05
"499" "Eswatini" 748 "1993" -0.00478437571532334
"500" "Eswatini" 748 "1998" -0.00829467916826332
"501" "Eswatini" 748 "2003" 0.0162309448986207
"502" "Eswatini" 748 "2008" 0.0507664619654548
"503" "Eswatini" 748 "2013" 0.0271838922518826
"504" "Eswatini" 748 "2018" -0.0326424282126876
